,회사ID,연매출액,월별_연금보험료,월별_직원수,년월,연매출액_변화량,월별_직원수_변화량
9601,249986,3101534,903740,7,201611,0,0
85459,249986,3101534,773160,6,201612,0,-1
10493,249986,362685,773160,6,201701,-2738849,0
8889,249986,362685,638160,5,201702,0,-1
14506,249986,362685,638160,5,201703,0,0
92517,249986,362685,773160,6,201704,0,1
10995,249986,362685,908160,7,201705,0,1
21983,249986,362685,773160,6,201706,0,-1
77483,249986,362685,772100,6,201707,0,0
76736,249986,362685,637100,5,201708,0,-1
46138,249986,362685,637100,5,201709,0,0
21132,249986,362685,637100,5,201710,0,0
95753,249986,362685,772100,6,201711,0,1
33343,249986,362685,772100,6,201712,0,0
30059,159657,9528201,3523940,15,201511,0,0
37711,159657,9528201,3523940,15,201512,0,0
23924,159657,4216735,3673880,16,201601,-5311466,1
27605,159657,4216735,3673880,16,201602,0,0
97026,159657,4216735,3673880,16,201603,0,0
34750,159657,4216735,3673880,16,201604,0,0
18079,159657,4216735,3673880,16,201605,0,0
40607,159657,4216735,3673880,16,201606,0,0
30128,159657,4216735,4015940,16,201607,0,0
26174,159657,4216735,3866000,15,201608,0,-1
59121,159657,4216735,4015940,16,201609,0,1
16544,159657,4216735,3809660,15,201610,0,-1
82013,159657,4216735,3463160,13,201611,0,-2
85592,159657,4216735,3619120,14,201612,0,1
39826,159657,5972758,3619120,14,201701,1756023,0
35636,159657,5972758,3575100,14,201702,0,0
85179,159657,5972758,3911060,16,201703,0,2
33293,159657,5972758,4061540,17,201704,0,1
15842,159657,5972758,3905580,16,201705,0,-1
34440,159657,5972758,3755100,15,201706,0,-1
48019,159657,5972758,3500200,13,201707,0,-2
18660,159657,5972758,4124700,16,201708,0,3
50093,159657,5972758,3728700,14,201709,0,-2
47563,159657,5972758,3904200,15,201710,0,1
20422,159657,5972758,4069180,16,201711,0,1
26891,159657,5972758,4069180,16,201712,0,0
77129,158695,5955107,2488280,12,201511,0,0
56172,158695,5955107,2497280,12,201512,0,0
35473,158695,9420169,2677280,13,201601,3465062,1
97783,158695,9420169,2677280,13,201602,0,0
81209,158695,9420169,2902280,14,201603,0,1
39957,158695,9420169,2902280,14,201604,0,0
97850,158695,9420169,2923160,14,201605,0,0
47973,158695,9420169,2702400,14,201606,0,0
40633,158695,9420169,2780160,14,201607,0,0
38750,158695,9420169,2761900,13,201608,0,-1
55652,158695,9420169,2761900,13,201609,0,0
77214,158695,9420169,2608900,12,201610,0,-1
41357,158695,9420169,2608900,12,201611,0,0
57204,158695,9420169,2608900,12,201612,0,0
68624,158695,10897985,3382880,17,201801,1477816,5
57345,158695,10897985,3796880,19,201802,0,2
71,158695,10897985,3796880,19,201803,0,0
14800,158695,10897985,3796880,19,201804,0,0
26162,158695,10897985,3796880,19,201805,0,0
14927,158695,10897985,3850880,19,201806,0,0
96143,158695,10897985,4107780,19,201807,0,0
91075,158695,10897985,3711780,17,201808,0,-2
71817,158695,10897985,3711780,17,201809,0,0
12830,158695,10897985,3648420,17,201810,0,0
66525,158695,10897985,3801420,18,201811,0,1
67613,158695,10897985,3473740,16,201812,0,-2
77149,408865,2721102,5141840,16,201511,0,0
5294,408865,2721102,5141840,16,201512,0,0
2080,408865,2327729,5141840,16,201601,-393373,0
56253,408865,2327729,5141840,16,201602,0,0
12764,408865,2327729,5141840,16,201603,0,0
97380,408865,2327729,5141840,16,201604,0,0
72343,408865,2327729,5141840,16,201605,0,0
97899,408865,2327729,5141840,16,201606,0,0
31260,408865,2327729,5482400,16,201607,0,0
90376,408865,2327729,5842400,17,201608,0,1
38084,408865,2327729,5842400,17,201609,0,0
89122,408865,2327729,5842400,17,201610,0,0
51950,408865,2327729,5841140,17,201611,0,0
56348,408865,2327729,5841140,17,201612,0,0
63126,408865,3263383,5841140,17,201701,935654,0
32892,408865,3263383,5841140,17,201702,0,0
62407,408865,3263383,5841140,17,201703,0,0
51181,408865,3263383,5841140,17,201704,0,0
11150,408865,3263383,5841140,17,201705,0,0
11249,408865,3263383,5841140,17,201706,0,0
62398,408865,3263383,6084660,17,201707,0,0
3960,408865,3263383,6084660,17,201708,0,0
52499,408865,3263383,6084660,17,201709,0,0
85890,408865,3263383,6084660,17,201710,0,0
63879,408865,3263383,6084660,17,201711,0,0
76655,408865,3263383,6084660,17,201712,0,0
50299,408865,3189261,6084660,17,201801,-74122,0
12495,408865,3189261,6084660,17,201802,0,0
78327,408865,3189261,6084660,17,201803,0,0
43255,408865,3189261,6084660,17,201804,0,0
44923,408865,3189261,6084660,17,201805,0,0
4035,408865,3189261,6084660,17,201806,0,0
22786,408865,3189261,6445400,17,201807,0,0
95743,408865,3189261,6445400,17,201808,0,0
1676,408865,3189261,6445400,17,201809,0,0
54294,408865,3189261,6445400,17,201810,0,0
18957,408865,3189261,6088640,16,201811,0,-1
35027,408865,3189261,6088640,16,201812,0,0
95948,228936,3358910,3538220,11,201511,0,0
83588,228936,3358910,3452460,11,201512,0,0
83175,228936,6367866,3452460,11,201601,3008956,0
22156,228936,6367866,3299460,10,201602,0,-1
30624,228936,6367866,3299460,10,201603,0,0
71306,228936,6367866,3299460,10,201604,0,0
90335,228936,6367866,3299460,10,201605,0,0
13415,228936,6367866,3299460,10,201606,0,0
61043,228936,6367866,3441120,11,201607,0,1
83438,228936,6367866,3441120,11,201608,0,0
15878,228936,6367866,3441120,11,201609,0,0
68038,228936,6367866,3441120,11,201610,0,0
46970,228936,6367866,3558120,12,201611,0,1
75590,228936,6367866,3558120,12,201612,0,0
10005,228936,4748821,3558120,12,201701,-1619045,0
51969,228936,4748821,3441120,11,201702,0,-1
10279,228936,4748821,3612120,12,201703,0,1
33047,228936,4748821,3612120,12,201704,0,0
71689,228936,4748821,3612120,12,201705,0,0
89234,228936,4748821,3612120,12,201706,0,0
28592,228936,4748821,3753880,12,201707,0,0
98541,228936,4748821,3753880,12,201708,0,0
76721,228936,4748821,3753880,12,201709,0,0
42246,228936,4748821,4966180,15,201710,0,3
32853,228936,4748821,4966180,15,201711,0,0
72782,228936,4748821,4966180,15,201712,0,0
28233,228936,5482227,4966180,15,201801,733406,0
98317,228936,5482227,4562080,14,201802,0,-1
48456,228936,5482227,4562080,14,201803,0,0
93134,228936,5482227,4562080,14,201804,0,0
10206,228936,5482227,4562080,14,201805,0,0
95782,228936,5482227,4562080,14,201806,0,0
12834,228936,5482227,4852460,15,201807,0,1
10134,228936,5482227,4852460,15,201808,0,0
80594,228936,5482227,5095460,16,201809,0,1
98338,228936,5482227,5095460,16,201810,0,0
62500,228936,5482227,5095460,16,201811,0,0
35386,228936,5482227,5095460,16,201812,0,0
29964,302860,9618486,1572180,10,201511,0,0
90504,302860,9618486,1572180,10,201512,0,0
63335,302860,9210778,1711680,11,201601,-407708,1
11346,302860,9210778,2044680,13,201602,0,2
45198,302860,9210778,1885740,12,201603,0,-1
92588,302860,9210778,3532740,21,201604,0,9
41396,302860,9210778,4086240,24,201605,0,3
62333,302860,9210778,4266240,25,201606,0,1
71150,302860,9210778,4061140,23,201607,0,-2
27342,302860,9210778,4088140,23,201608,0,0
81323,302860,9210778,3937580,22,201609,0,-1
51491,302860,9210778,4162580,23,201610,0,1
552,302860,9210778,3833900,21,201611,0,-2
74212,302860,9210778,3752900,20,201612,0,-1
23516,302860,10184254,3671900,20,201701,973476,0
8587,302860,10184254,4022900,22,201702,0,2
81883,302860,10184254,4121900,23,201703,0,1
6527,302860,10184254,1860300,11,201704,0,-12
88407,302860,10184254,1941300,11,201705,0,0
15538,302860,10184254,2094300,11,201706,0,0
72968,302860,10184254,2137920,11,201707,0,0
24716,302860,10184254,2164920,11,201708,0,0
36449,302860,10184254,2744340,14,201709,0,3
65784,302860,10184254,2744340,14,201710,0,0
15615,302860,10184254,3302340,17,201711,0,3
13191,302860,10184254,3302340,17,201712,0,0
30194,302860,15385651,3637500,18,201801,5201397,1
5888,302860,15385651,3548760,18,201802,0,0
49332,302860,15385651,3548760,18,201803,0,0
41604,302860,15385651,3566760,18,201804,0,0
74818,302860,15385651,3728760,19,201805,0,1
3725,302860,15385651,3723180,19,201806,0,0
49266,302860,15385651,4350080,21,201807,0,2
97819,302860,15385651,4548080,22,201808,0,1
52616,302860,15385651,4548080,22,201809,0,0
2537,302860,15385651,4944080,24,201810,0,2
10728,302860,15385651,4944080,24,201811,0,0
22609,302860,15385651,4596240,22,201812,0,-2
47020,240901,16010842,2019380,9,201511,0,0
51475,240901,16010842,2181920,10,201512,0,1
51784,240901,14019114,3561780,16,201601,-1991728,6
18439,240901,14019114,3561780,16,201602,0,0
60112,240901,14019114,3352080,16,201603,0,0
85394,240901,14019114,2186140,11,201604,0,-5
87346,240901,14019114,2186140,11,201605,0,0
93903,240901,14019114,2407620,12,201606,0,1
99695,240901,14019114,2232060,10,201607,0,-2
52826,240901,14019114,3563500,14,201608,0,4
97862,240901,14019114,3030620,13,201609,0,-1
78818,240901,14019114,3025760,13,201610,0,0
40737,240901,14019114,3772300,16,201611,0,3
16947,240901,14019114,3558100,15,201612,0,-1
51670,240901,17877513,3002620,13,201701,3858399,-2
74284,240901,17877513,2438440,10,201702,0,-3
76374,240901,17877513,2126140,9,201703,0,-1
86583,240901,17877513,1901320,7,201704,0,-2
4034,240901,17877513,1901320,7,201705,0,0
57766,240901,17877513,1837600,7,201706,0,0
69792,240901,17877513,1422000,5,201707,0,-2
57326,240901,17877513,1422000,5,201708,0,0
47189,240901,17877513,1422000,5,201709,0,0
4905,240901,17877513,1180800,5,201710,0,0
30627,240901,17877513,1495800,6,201711,0,1
11507,240901,17877513,1717820,7,201712,0,1
58069,240901,10276735,2226740,10,201801,-7600778,3
25523,240901,10276735,3126460,13,201802,0,3
23915,240901,10276735,3131500,13,201803,0,0
90835,240901,10276735,2985800,12,201804,0,-1
23784,240901,10276735,2418620,10,201805,0,-2
83219,240901,10276735,2581520,11,201806,0,1
87403,240901,10276735,2746000,11,201807,0,0
7213,240901,10276735,4448500,16,201808,0,5
85209,240901,10276735,4048540,14,201809,0,-2
26200,240901,10276735,4048540,14,201810,0,0
14501,240901,10276735,4048540,14,201811,0,0
39173,240901,10276735,4659000,17,201812,0,3
77167,341779,2083855,975420,5,201511,0,0
27953,341779,2083855,975420,5,201512,0,0
85539,341779,2264673,1128420,6,201601,180818,1
73485,341779,2264673,1128420,6,201602,0,0
99329,341779,2264673,1146420,6,201603,0,0
13916,341779,2264673,1146420,6,201604,0,0
4917,341779,2264673,1146420,6,201605,0,0
97297,341779,2264673,1146420,6,201606,0,0
45555,341779,2264673,1233160,6,201607,0,0
83499,341779,2264673,1233160,6,201608,0,0
62521,341779,2264673,1233160,6,201609,0,0
50053,341779,2264673,1233160,6,201610,0,0
99520,341779,2264673,1233160,6,201611,0,0
22163,341779,2264673,1233160,6,201612,0,0
255,341779,3115229,1233160,6,201701,850556,0
83958,341779,3115229,1355560,7,201702,0,1
79254,341779,3115229,1355560,7,201703,0,0
47660,341779,3115229,1355560,7,201704,0,0
63154,341779,3115229,1355560,7,201705,0,0
99771,341779,3115229,1355560,7,201706,0,0
11842,341779,3115229,1300480,6,201707,0,-1
79012,341779,3115229,1300480,6,201708,0,0
64882,341779,3115229,1300480,6,201709,0,0
85739,341779,3115229,1417480,7,201710,0,1
47835,341779,3115229,1286800,6,201711,0,-1
73446,341779,3115229,1286800,6,201712,0,0
57551,341779,4604224,1547800,7,201801,1488995,1
3936,341779,4604224,1547800,7,201802,0,0
88564,341779,4604224,1430800,6,201803,0,-1
73866,341779,4604224,1430800,6,201804,0,0
71869,341779,4604224,1430800,6,201805,0,0
76872,341779,4604224,1430800,6,201806,0,0
67111,341779,4604224,1466240,6,201807,0,0
93621,341779,4604224,1466240,6,201808,0,0
14015,341779,4604224,1466240,6,201809,0,0
36184,341779,4604224,1308480,5,201810,0,-1
68119,341779,4604224,1729680,6,201811,0,1
56962,341779,4604224,1729680,6,201812,0,0
29939,257880,5553391,1358960,5,201511,0,0
96868,257880,5553391,1358960,5,201512,0,0
50945,257880,4638334,1358960,5,201601,-915057,0
34219,257880,4638334,1358960,5,201602,0,0
79367,257880,4638334,1358960,5,201603,0,0
68694,257880,4638334,1358960,5,201604,0,0
43923,257880,4638334,1358960,5,201605,0,0
35862,257880,4638334,1358960,5,201606,0,0
52645,257880,4638334,1554100,5,201607,0,0
64074,257880,4638334,1554100,5,201608,0,0
57085,257880,4638334,1554100,5,201609,0,0
5617,257880,4638334,1554100,5,201610,0,0
75897,257880,4638334,1833100,6,201611,0,1
15762,257880,4638334,1833100,6,201612,0,0
48110,257880,8355716,1833100,6,201701,3717382,0
21732,257880,8355716,1833100,6,201702,0,0
91089,257880,8355716,1833100,6,201703,0,0
18196,257880,8355716,1833100,6,201704,0,0
29472,257880,8355716,1833100,6,201705,0,0
92996,257880,8355716,1833100,6,201706,0,0
87571,257880,8355716,2298200,8,201707,0,2
75512,257880,8355716,2298200,8,201708,0,0
46599,257880,8355716,2298200,8,201709,0,0
1510,257880,8355716,2298200,8,201710,0,0
33424,257880,8355716,1566600,6,201711,0,-2
58371,257880,8355716,1566600,6,201712,0,0
56843,257880,6426460,1582180,6,201801,-1929256,0
15757,257880,6426460,1386600,6,201802,0,0
70633,257880,6426460,1665600,7,201803,0,1
51404,257880,6426460,1665600,7,201804,0,0
74744,257880,6426460,1423060,6,201805,0,-1
58339,257880,6426460,1423060,6,201806,0,0
7729,257880,6426460,1727780,8,201807,0,2
37127,257880,6426460,1427920,6,201808,0,-2
39296,257880,6426460,1427920,6,201809,0,0
89160,257880,6426460,1427920,6,201810,0,0
57576,257880,6426460,1427920,6,201811,0,0
51607,257880,6426460,1427920,6,201812,0,0
29915,231384,119969974,32655040,117,201511,0,0
30584,231384,119969974,34016000,121,201512,0,4
75344,231384,115913219,32343640,115,201601,-4056755,-6
33419,231384,115913219,31669640,112,201602,0,-3
38026,231384,115913219,29864700,106,201603,0,-6
58391,231384,115913219,27440060,98,201604,0,-8
35897,231384,115913219,27389660,96,201605,0,-2
41543,231384,115913219,27245220,94,201606,0,-2
20571,231384,115913219,28477220,93,201607,0,-1
59558,231384,115913219,29681880,96,201608,0,3
16243,231384,115913219,28021660,90,201609,0,-6
72554,231384,115913219,22857280,72,201610,0,-18
68781,231384,115913219,23060140,73,201611,0,1
33839,231384,115913219,23715520,76,201612,0,3
71683,231384,165528767,23760260,76,201701,49615548,0
86401,231384,165528767,22514780,72,201702,0,-4
81125,231384,165528767,22663920,72,201703,0,0
13357,231384,165528767,22543320,72,201704,0,0
64754,231384,165528767,21728820,69,201705,0,-3
53225,231384,165528767,21728820,69,201706,0,0
81931,231384,165528767,22360360,67,201707,0,-2
18138,231384,165528767,22354160,66,201708,0,-1
82260,231384,165528767,22341660,66,201709,0,0
34485,231384,165528767,21333480,62,201710,0,-4
65346,231384,165528767,21467580,62,201711,0,0
78896,231384,165528767,21467580,62,201712,0,0
6943,231384,76051898,21999200,66,201801,-89476869,4
59325,231384,76051898,21256720,63,201802,0,-3
85721,231384,76051898,20896360,62,201803,0,-1
68764,231384,76051898,20293100,61,201804,0,-1
88796,231384,76051898,16817860,51,201805,0,-10
94543,231384,76051898,15972760,47,201806,0,-4
72178,231384,76051898,16763680,47,201807,0,0
99239,231384,76051898,17383880,49,201808,0,2
70981,231384,76051898,18420400,51,201809,0,2
51854,231384,76051898,17557580,49,201810,0,-2
99579,231384,76051898,18138980,51,201811,0,2
80533,231384,76051898,16151780,46,201812,0,-5
29851,137230,7515520,9106360,49,201511,0,0
51857,137230,7515520,9106360,49,201512,0,0
57086,137230,7430794,9304360,50,201601,-84726,1
13334,137230,7430794,9286360,50,201602,0,0
20859,137230,7430794,9592360,52,201603,0,2
66540,137230,7430794,8493220,46,201604,0,-6
84363,137230,7430794,8258060,45,201605,0,-1
90054,137230,7430794,8078060,44,201606,0,-1
75681,137230,7430794,8101540,42,201607,0,-2
60495,137230,7430794,7661980,40,201608,0,-2
44327,137230,7430794,7544540,39,201609,0,-1
26907,137230,7430794,7403780,38,201610,0,-1
25572,137230,7430794,6872420,35,201611,0,-3
63341,137230,7430794,6605760,34,201612,0,-1
95044,137230,8839990,6459160,33,201701,1409196,-1
6758,137230,8839990,6594160,34,201702,0,1
70120,137230,8839990,6594160,34,201703,0,0
77738,137230,8839990,6729160,35,201704,0,1
75118,137230,8839990,6738160,35,201705,0,0
65960,137230,8839990,6963160,36,201706,0,1
31879,137230,8839990,7276340,36,201707,0,0
25028,137230,8839990,7276340,36,201708,0,0
45612,137230,8839990,7051340,35,201709,0,-1
26246,137230,8839990,7204340,36,201710,0,1
99018,137230,8839990,7078340,35,201711,0,-1
39675,137230,8839990,7200740,36,201712,0,1
8990,137230,9702421,7200740,36,201801,862431,0
92982,137230,9702421,7200740,36,201802,0,0
35774,137230,9702421,7043160,35,201803,0,-1
22431,137230,9702421,6920760,34,201804,0,-1
3265,137230,9702421,6920760,34,201805,0,0
71628,137230,9702421,6725560,34,201806,0,0
62693,137230,9702421,7236900,33,201807,0,-1
72719,137230,9702421,7277660,34,201808,0,1
22588,137230,9702421,7277660,34,201809,0,0
38854,137230,9702421,7752860,37,201810,0,3
87612,137230,9702421,7596520,37,201811,0,0
53748,137230,9702421,7596520,37,201812,0,0
29798,294367,601303965,218100420,852,201511,0,0
27019,294367,601303965,212721720,833,201512,0,-19
15484,294367,535249090,213686560,836,201601,-66054875,3
77574,294367,535249090,217537160,855,201602,0,19
62610,294367,535249090,217713360,856,201603,0,1
64081,294367,535249090,217212120,851,201604,0,-5
31925,294367,535249090,215920380,845,201605,0,-6
13288,294367,535249090,217891820,859,201606,0,14
25945,294367,535249090,242542100,887,201607,0,28
22130,294367,535249090,239590140,879,201608,0,-8
35047,294367,535249090,244317520,900,201609,0,21
53074,294367,535249090,243045900,895,201610,0,-5
85575,294367,535249090,242080220,896,201611,0,1
98738,294367,535249090,244701460,912,201612,0,16
37776,294367,633160910,243844940,917,201701,97911820,5
5792,294367,633160910,246084760,934,201702,0,17
95924,294367,633160910,250821380,952,201703,0,18
58216,294367,633160910,246549160,931,201704,0,-21
77082,294367,633160910,249075580,944,201705,0,13
15517,294367,633160910,245817100,930,201706,0,-14
76869,294367,633160910,266196760,918,201707,0,-12
2760,294367,633160910,269094200,932,201708,0,14
78748,294367,633160910,265870240,926,201709,0,-6
63802,294367,633160910,274509600,963,201710,0,37
93460,294367,633160910,274969780,966,201711,0,3
66769,294367,633160910,275322100,971,201712,0,5
19255,294367,875661976,306906900,1031,201901,242501066,60
47155,294367,875661976,307661100,1034,201902,0,3
3476,294367,875661976,308207060,1038,201903,0,4
41921,294367,875661976,306969020,1032,201904,0,-6
59586,294367,875661976,313243420,1055,201905,0,23
66377,294367,875661976,314085520,1061,201906,0,6
57149,294367,875661976,342877340,1070,201907,0,9
72025,294367,875661976,346244180,1088,201908,0,18
87896,294367,875661976,349585760,1106,201909,0,18
23730,294367,875661976,349521360,1115,201910,0,9
52105,294367,875661976,345225600,1104,201911,0,-11
63718,294367,875661976,348579300,1119,201912,0,15
47158,250887,5990449,1569380,7,201511,0,0
23382,250887,5990449,1569380,7,201512,0,0
32593,250887,6091325,1569380,7,201601,100876,0
4861,250887,6091325,1569380,7,201602,0,0
64500,250887,6091325,1569380,7,201603,0,0
19164,250887,6091325,1569380,7,201604,0,0
65601,250887,6091325,1569380,7,201605,0,0
4356,250887,6091325,1569380,7,201606,0,0
26089,250887,6091325,1807100,7,201607,0,0
80182,250887,6091325,1807100,7,201608,0,0
27255,250887,6091325,1807100,7,201609,0,0
2366,250887,6091325,1807100,7,201610,0,0
47488,250887,6091325,1807100,7,201611,0,0
29636,250887,6091325,1807100,7,201612,0,0
93332,250887,15772061,1799140,8,201801,9680736,1
58510,250887,15772061,1799140,8,201802,0,0
84492,250887,15772061,2390700,10,201803,0,2
10251,250887,15772061,2390700,10,201804,0,0
1855,250887,15772061,2390700,10,201805,0,0
41622,250887,15772061,2390700,10,201806,0,0
23085,250887,15772061,3108740,12,201807,0,2
85695,250887,15772061,2738580,11,201808,0,-1
89780,250887,15772061,2549400,10,201809,0,-1
73170,250887,15772061,2863580,11,201810,0,1
73177,250887,15772061,2526080,10,201811,0,-1
53393,250887,15772061,3242660,12,201812,0,2
29565,469556,38149626,133494660,969,201511,0,0
12796,469556,38149626,133183920,968,201512,0,-1
40786,469556,32091841,109099640,792,201601,-6057785,-176
7620,469556,32091841,108167060,789,201602,0,-3
92712,469556,32091841,108217080,797,201603,0,8
44065,469556,32091841,97667360,736,201604,0,-61
29240,469556,32091841,94585440,716,201605,0,-20
7063,469556,32091841,109424840,802,201606,0,86
12491,469556,32091841,110040480,791,201607,0,-11
76608,469556,32091841,110067460,790,201608,0,-1
37382,469556,32091841,110964600,795,201609,0,5
28240,469556,32091841,107412400,768,201610,0,-27
76082,469556,32091841,103949600,748,201611,0,-20
184,469556,32091841,103779340,749,201612,0,1
86137,469556,37355544,128682980,819,201801,5263703,70
11954,469556,37355544,130902920,829,201802,0,10
35246,469556,37355544,129734020,819,201803,0,-10
61493,469556,37355544,130300240,821,201804,0,2
30863,469556,37355544,129871160,819,201805,0,-2
42544,469556,37355544,135860160,851,201806,0,32
25635,469556,37355544,141323300,851,201807,0,0
30223,469556,37355544,144256300,866,201808,0,15
39322,469556,37355544,144925260,869,201809,0,3
80859,469556,37355544,147342140,879,201810,0,10
44245,469556,37355544,152948220,909,201811,0,30
65649,469556,37355544,155135120,919,201812,0,10
29581,249266,2816533,864000,6,201511,0,0
79859,249266,2816533,864000,6,201512,0,0
84917,249266,481485,864000,6,201601,-2335048,0
95845,249266,481485,1224000,7,201602,0,1
90771,249266,481485,1224000,7,201603,0,0
12995,249266,481485,657000,5,201604,0,-2
75469,249266,481485,900000,6,201605,0,1
97222,249266,481485,900000,6,201606,0,0
30436,249266,481485,652020,5,201607,0,-1
21841,249266,481485,652020,5,201608,0,0
31653,249266,481485,832020,6,201609,0,1
73260,249266,481485,832020,6,201610,0,0
71868,249266,481485,832020,6,201611,0,0
63438,249266,481485,832020,6,201612,0,0
69153,249266,15214066,2232300,10,201801,14732581,4
48313,249266,15214066,2274880,10,201802,0,0
77731,249266,15214066,2004880,9,201803,0,-1
75328,249266,15214066,2004880,9,201804,0,0
94428,249266,15214066,2235740,9,201805,0,0
41867,249266,15214066,2103000,8,201806,0,-1
84816,249266,15214066,2128220,8,201807,0,0
68428,249266,15214066,2128220,8,201808,0,0
89832,249266,15214066,1835900,7,201809,0,-1
40070,249266,15214066,2461400,9,201810,0,2
65118,249266,15214066,2461400,9,201811,0,0
24427,249266,15214066,2013920,7,201812,0,-2
29624,297552,45832171,8367400,43,201511,0,0
74848,297552,45832171,8101900,41,201512,0,-2
4836,297552,49722378,8178140,42,201601,3890207,1
66908,297552,49722378,8178140,42,201602,0,0
4319,297552,49722378,8172480,41,201603,0,-1
63022,297552,49722378,8505480,43,201604,0,2
44387,297552,49722378,8545980,43,201605,0,0
98900,297552,49722378,8680980,44,201606,0,1
25060,297552,49722378,8963620,45,201607,0,1
68053,297552,49722378,8675000,43,201608,0,-2
59221,297552,49722378,8745480,44,201609,0,1
21709,297552,49722378,8601480,43,201610,0,-1
84323,297552,49722378,8741160,44,201611,0,1
18392,297552,49722378,8741160,44,201612,0,0
17876,297552,51861783,9102980,46,201701,2139405,2
9111,297552,51861783,9264980,47,201702,0,1
66709,297552,51861783,8910400,44,201703,0,-3
57577,297552,51861783,9064840,45,201704,0,1
51201,297552,51861783,9223240,47,201705,0,2
87252,297552,51861783,9223240,47,201706,0,0
43451,297552,51861783,9489640,47,201707,0,0
22148,297552,51861783,9414940,46,201708,0,-1
50664,297552,51861783,9582160,47,201709,0,1
31518,297552,51861783,9582160,47,201710,0,0
86396,297552,51861783,9577660,47,201711,0,0
84275,297552,51861783,9498460,46,201712,0,-1
2637,297552,54634203,9746680,48,201801,2772420,2
47061,297552,54634203,9460400,46,201802,0,-2
87520,297552,54634203,9469400,46,201803,0,0
4944,297552,54634203,9937400,49,201804,0,3
15541,297552,54634203,9788460,48,201805,0,-1
80742,297552,54634203,9788460,48,201806,0,0
71816,297552,54634203,10147940,48,201807,0,0
29098,297552,54634203,10296440,49,201808,0,1
66103,297552,54634203,10152440,48,201809,0,-1
23414,297552,54634203,10152440,48,201810,0,0
40562,297552,54634203,10003940,47,201811,0,-1
92868,297552,54634203,10152440,48,201812,0,1
64113,180651,1705997,2160960,10,201511,0,0
87358,180651,1705997,2268960,11,201512,0,1
15730,180651,1902475,1983400,9,201601,196478,-2
70761,180651,1902475,1983400,9,201602,0,0
10335,180651,1902475,2329900,10,201603,0,1
55260,180651,1902475,2356900,10,201604,0,0
47411,180651,1902475,2248900,9,201605,0,-1
4708,180651,1902475,2248900,9,201606,0,0
87594,180651,1902475,2531580,10,201607,0,1
24667,180651,1902475,2279580,8,201608,0,-2
95333,180651,1902475,2459580,9,201609,0,1
86120,180651,1902475,2459580,9,201610,0,0
95018,180651,1902475,2459580,9,201611,0,0
9172,180651,1902475,2459580,9,201612,0,0
74182,180651,2280932,2459580,9,201701,378457,0
65243,180651,2280932,1888980,7,201702,0,-2
36114,180651,2280932,1888980,7,201703,0,0
73971,180651,2280932,1888980,7,201704,0,0
79072,180651,2280932,2014980,8,201705,0,1
55975,180651,2280932,2014980,8,201706,0,0
12847,180651,2280932,1911300,7,201707,0,-1
74617,180651,2280932,2046300,8,201708,0,1
92975,180651,2280932,2046300,8,201709,0,0
95760,180651,2280932,2046300,8,201710,0,0
94002,180651,2280932,2181300,9,201711,0,1
24154,180651,2280932,2427000,10,201712,0,1
25729,180651,2347013,1836340,8,201801,66081,-2
93630,180651,2347013,1863340,8,201802,0,0
91946,180651,2347013,1863340,8,201803,0,0
87486,180651,2347013,2124340,9,201804,0,1
38088,180651,2347013,1878640,8,201805,0,-1
47349,180651,2347013,1664440,7,201806,0,-1
77384,180651,2347013,1682880,7,201807,0,0
48677,180651,2347013,1468680,6,201808,0,-1
39236,180651,2347013,1047480,5,201809,0,-1
88277,180651,2347013,739420,4,201810,0,-1
44927,180651,2347013,739420,4,201811,0,0
91292,180651,2347013,739420,4,201812,0,0
29638,243409,249597,1055960,9,201511,0,0
73451,243409,249597,920960,8,201512,0,-1
69654,243409,1664579,989820,8,201601,1414982,0
26422,243409,1664579,1394820,11,201602,0,3
24102,243409,1664579,1394820,11,201603,0,0
88314,243409,1664579,1682820,13,201604,0,2
37069,243409,1664579,1556820,12,201605,0,-1
93415,243409,1664579,1853820,14,201606,0,2
73723,243409,1664579,1856960,14,201607,0,0
90008,243409,1664579,1712960,13,201608,0,-1
70129,243409,1664579,1856960,14,201609,0,1
95310,243409,1664579,1856960,14,201610,0,0
23608,243409,1664579,1577960,12,201611,0,-2
99739,243409,1664579,1577960,12,201612,0,0
1818,292204,873724,322280,3,201511,0,0
52790,292204,873724,322280,3,201512,0,0
78466,292204,608358,322280,3,201601,-265366,0
44510,292204,608358,322280,3,201602,0,0
6922,292204,608358,322280,3,201603,0,0
28197,292204,608358,322280,3,201604,0,0
36562,292204,608358,322280,3,201605,0,0
64800,292204,608358,322280,3,201606,0,0
69420,292204,608358,374120,3,201607,0,0
10813,292204,608358,374120,3,201608,0,0
94093,292204,608358,374120,3,201609,0,0
50988,292204,608358,374120,3,201610,0,0
92565,292204,608358,374120,3,201611,0,0
45164,292204,608358,374120,3,201612,0,0
19020,292204,1175706,442500,3,201801,567348,0
4294,292204,1175706,442500,3,201802,0,0
16265,292204,1175706,442500,3,201803,0,0
20731,292204,1175706,442500,3,201804,0,0
91805,292204,1175706,442500,3,201805,0,0
86270,292204,1175706,442500,3,201806,0,0
64353,292204,1175706,443680,3,201807,0,0
92181,292204,1175706,443680,3,201808,0,0
96573,292204,1175706,463580,3,201810,0,0
91150,292204,1175706,463580,3,201811,0,0
