,회사ID,연매출액,월별_연금보험료,월별_직원수,년월,연매출액_변화량,월별_직원수_변화량
64815,292204,1175706,463580,3,201812,0,0
29674,410411,3437691,2955220,10,201511,0,0
54430,410411,3437691,3135220,11,201512,0,1
48381,410411,2305329,3135220,11,201601,-1132362,0
30476,410411,2305329,3135220,11,201602,0,0
12038,410411,2305329,2793140,10,201603,0,-1
61130,410411,2305329,2947040,10,201604,0,0
8741,410411,2305329,3321980,12,201605,0,2
39700,410411,2305329,3321980,12,201606,0,0
18287,410411,2305329,3761420,13,201607,0,1
36957,410411,2305329,3581420,12,201608,0,-1
59892,410411,2305329,3345180,11,201609,0,-1
80200,410411,2305329,3345180,11,201610,0,0
92735,410411,2305329,3345180,11,201611,0,0
4315,410411,2305329,3345180,11,201612,0,0
99130,410411,2200136,3848280,12,201801,-105193,1
86192,410411,2200136,4224940,13,201802,0,1
6640,410411,2200136,4224940,13,201803,0,0
53578,410411,2200136,3615280,11,201804,0,-2
5652,410411,2200136,3255280,10,201805,0,-1
60613,410411,2200136,2382280,7,201806,0,-3
49602,410411,2200136,3104980,9,201807,0,2
76664,410411,2200136,3104980,9,201808,0,0
78553,410411,2200136,3360120,10,201809,0,1
82952,410411,2200136,3360120,10,201810,0,0
35567,410411,2200136,3360120,10,201811,0,0
5255,410411,2200136,3781320,11,201812,0,1
64149,241475,11697146,3181660,12,201511,0,0
71532,241475,11697146,3181660,12,201512,0,0
81862,241475,17124819,3181660,12,201601,5427673,0
82023,241475,17124819,3181660,12,201602,0,0
61948,241475,17124819,3181660,12,201603,0,0
71408,241475,17124819,3181660,12,201604,0,0
47011,241475,17124819,3181660,12,201605,0,0
91800,241475,17124819,3181660,12,201606,0,0
72889,241475,17124819,3299160,12,201607,0,0
37079,241475,17124819,3299160,12,201608,0,0
3483,241475,17124819,3299160,12,201609,0,0
3318,241475,17124819,3430740,13,201610,0,1
70489,241475,17124819,3430740,13,201611,0,0
95742,241475,17124819,3430740,13,201612,0,0
16807,241475,17830484,3430740,13,201701,705665,0
62861,241475,17830484,3576180,14,201702,0,1
21341,241475,17830484,3576180,14,201703,0,0
48443,241475,17830484,3754380,15,201704,0,1
40281,241475,17830484,3754380,15,201705,0,0
68697,241475,17830484,3754380,15,201706,0,0
63121,241475,17830484,4175580,14,201707,0,-1
20605,241475,17830484,4175580,14,201708,0,0
14707,241475,17830484,4175580,14,201709,0,0
88189,241475,17830484,3771480,13,201710,0,-1
22898,241475,17830484,3771480,13,201711,0,0
79783,241475,17830484,3771480,13,201712,0,0
77287,232454,55776790,9892720,32,201511,0,0
88747,232454,55776790,9632700,32,201512,0,0
36844,232454,45361221,9722700,32,201601,-10415569,0
85764,232454,45361221,10367540,34,201602,0,2
98816,232454,45361221,10367540,34,201603,0,0
38303,232454,45361221,10916900,36,201604,0,2
41860,232454,45361221,10141200,33,201605,0,-3
71474,232454,45361221,10219120,34,201606,0,1
30650,232454,45361221,11046820,36,201607,0,2
38779,232454,45361221,11701760,38,201608,0,2
76376,232454,45361221,11496220,37,201609,0,-1
91617,232454,45361221,11889080,38,201610,0,1
30728,232454,45361221,13255360,42,201611,0,4
72784,232454,45361221,14877420,47,201612,0,5
49181,232454,76366585,15495440,49,201701,31005364,2
81610,232454,76366585,15651780,50,201702,0,1
6895,232454,76366585,15261180,49,201703,0,-1
73513,232454,76366585,14644680,46,201704,0,-3
36281,232454,76366585,15413200,48,201705,0,2
12319,232454,76366585,15647200,49,201706,0,1
20959,232454,76366585,16277860,50,201707,0,1
71634,232454,76366585,15825180,48,201708,0,-2
79867,232454,76366585,16158800,49,201709,0,1
67708,232454,76366585,15947120,48,201710,0,-1
80524,232454,76366585,15910480,48,201711,0,0
22830,232454,76366585,14707640,45,201712,0,-3
29793,195233,1738344,926980,6,201511,0,0
43410,195233,1738344,926980,6,201512,0,0
22879,195233,2931965,1061980,7,201601,1193621,1
85515,195233,2931965,1061980,7,201602,0,0
1768,195233,2931965,1088980,7,201603,0,0
60442,195233,2931965,890980,6,201604,0,-1
70665,195233,2931965,890980,6,201605,0,0
9976,195233,2931965,851200,6,201606,0,0
33107,195233,2931965,775440,6,201607,0,0
49898,195233,2931965,775440,6,201608,0,0
67120,195233,2931965,775440,6,201609,0,0
60033,195233,2931965,775440,6,201610,0,0
8773,195233,2931965,775440,6,201611,0,0
93071,195233,2931965,775440,6,201612,0,0
54854,195233,5347471,775440,6,201701,2415506,0
29170,195233,5347471,516060,4,201702,0,-2
46213,195233,5347471,516060,4,201703,0,0
77980,195233,5347471,615060,5,201704,0,1
55776,195233,5347471,615060,5,201705,0,0
76749,195233,5347471,615060,5,201706,0,0
32679,195233,5347471,720620,5,201707,0,0
45772,195233,5347471,720620,5,201708,0,0
29318,195233,5347471,900620,6,201709,0,1
14777,195233,5347471,1053620,7,201710,0,1
85304,195233,5347471,1053620,7,201711,0,0
92894,195233,5347471,1053620,7,201712,0,0
78361,195233,10501810,1053620,7,201801,5154339,0
94664,195233,10501810,1053620,7,201802,0,0
75124,195233,10501810,1053620,7,201803,0,0
82391,195233,10501810,1053620,7,201804,0,0
85809,195233,10501810,1053620,7,201805,0,0
25858,195233,10501810,1233620,8,201806,0,1
49689,195233,10501810,1169800,7,201807,0,-1
29687,195233,10501810,1169800,7,201808,0,0
56127,195233,10501810,1169800,7,201809,0,0
88541,195233,10501810,1169800,7,201810,0,0
97085,195233,10501810,1199060,7,201811,0,0
57306,195233,10501810,1199060,7,201812,0,0
77321,410877,940846,2933240,11,201511,0,0
50227,410877,940846,2833160,10,201512,0,-1
55540,410877,589533,3212060,11,201601,-351313,1
30401,410877,589533,3212060,11,201602,0,0
54709,410877,589533,3420500,12,201603,0,1
26289,410877,589533,3420500,12,201604,0,0
47340,410877,589533,2891660,10,201605,0,-2
34881,410877,589533,2891660,10,201606,0,0
12030,410877,589533,2893460,10,201607,0,0
3821,410877,589533,2717520,9,201608,0,-1
36080,410877,589533,2509080,8,201609,0,-1
44264,410877,589533,2509080,8,201610,0,0
70782,410877,589533,2509080,8,201611,0,0
48970,410877,589533,2509080,8,201612,0,0
46427,130647,31809187,28913680,103,201511,0,0
18431,130647,31809187,28697680,102,201512,0,-1
75951,130647,32137447,28690120,102,201601,328260,0
10162,130647,32137447,28656920,103,201602,0,1
131,130647,32137447,28097500,101,201603,0,-2
37158,130647,32137447,28745500,104,201604,0,3
2623,130647,32137447,28291540,103,201605,0,-1
18655,130647,32137447,26997620,98,201606,0,-5
92546,130647,32137447,27930180,97,201607,0,-1
39028,130647,32137447,28506180,100,201608,0,3
64116,130647,32137447,28722180,101,201609,0,1
63753,130647,32137447,28863760,103,201610,0,2
39193,130647,32137447,29698520,105,201611,0,2
76734,130647,32137447,30183080,107,201612,0,2
3599,130647,32368120,30183080,107,201701,230673,0
61355,130647,32368120,30930080,110,201702,0,3
61505,130647,32368120,30984080,110,201703,0,0
65986,130647,32368120,31301340,111,201704,0,1
51972,130647,32368120,31031340,110,201705,0,-1
77344,130647,32368120,31301340,111,201706,0,1
43821,130647,32368120,33192460,110,201707,0,-1
12425,130647,32368120,32682360,108,201708,0,-2
16197,130647,32368120,32682360,108,201709,0,0
14089,130647,32368120,32084960,106,201710,0,-2
57615,130647,32368120,31409520,104,201711,0,-2
17652,130647,32368120,31150320,103,201712,0,-1
10577,130647,31379591,31150320,103,201801,-988529,0
58482,130647,31379591,31150320,103,201802,0,0
67393,130647,31379591,31150320,103,201803,0,0
62031,130647,31379591,32230320,107,201804,0,4
44484,130647,31379591,30865840,101,201805,0,-6
16475,130647,31379591,30676120,100,201806,0,-1
61446,130647,31379591,32830300,100,201807,0,0
34310,130647,31379591,32830300,100,201808,0,0
26033,130647,31379591,33803200,103,201809,0,3
67784,130647,31379591,33803200,103,201810,0,0
7589,130647,31379591,33385500,102,201811,0,-1
82604,130647,31379591,33682500,103,201812,0,1
63042,411051,1010136,1612700,5,201511,0,0
18592,411051,1010136,1577240,5,201512,0,0
43664,411051,1616431,1622240,6,201601,606295,1
25333,411051,1616431,2001140,7,201602,0,1
56314,411051,1616431,2001140,7,201603,0,0
19451,411051,1616431,1622240,6,201604,0,-1
72042,411051,1616431,1622240,6,201605,0,0
34819,411051,1616431,1622240,6,201606,0,0
75685,411051,1616431,1701980,6,201607,0,0
15483,411051,1616431,1746980,7,201608,0,1
4017,411051,1616431,1701980,6,201609,0,-1
93877,411051,1616431,1701980,6,201610,0,0
52755,411051,1616431,1701980,6,201611,0,0
69475,411051,1616431,1311380,5,201612,0,-1
45690,411051,1836251,1644820,8,201801,219820,3
84600,411051,1836251,2319820,10,201802,0,2
32057,411051,1836251,2319820,10,201803,0,0
8317,411051,1836251,2319820,10,201804,0,0
23056,411051,1836251,2535820,12,201805,0,2
18806,411051,1836251,2535820,12,201806,0,0
23147,411051,1836251,2756580,12,201807,0,0
6458,411051,1836251,2864580,13,201808,0,1
36207,411051,1836251,2864580,13,201809,0,0
31476,411051,1836251,2765580,12,201810,0,-1
43757,411051,1836251,2765580,12,201811,0,0
38546,411051,1836251,2765580,12,201812,0,0
63037,286249,298488,359460,3,201511,0,0
65641,286249,298488,359460,3,201512,0,0
24764,286249,495669,359460,3,201601,197181,0
80867,286249,495669,359460,3,201602,0,0
20679,286249,495669,359460,3,201603,0,0
31493,286249,495669,359460,3,201604,0,0
28730,286249,495669,359460,3,201605,0,0
81208,286249,495669,359460,3,201606,0,0
56876,286249,495669,354420,3,201607,0,0
94365,286249,495669,354420,3,201608,0,0
43087,286249,495669,354420,3,201609,0,0
27802,286249,495669,354420,3,201610,0,0
19399,286249,495669,354420,3,201611,0,0
88291,286249,495669,354420,3,201612,0,0
11939,286249,335226,354420,3,201701,-160443,0
86846,286249,335226,354420,3,201702,0,0
24286,286249,335226,354420,3,201703,0,0
49508,286249,335226,354420,3,201704,0,0
83825,286249,335226,354420,3,201705,0,0
70521,286249,335226,354420,3,201706,0,0
57976,286249,335226,366180,3,201707,0,0
1804,286249,335226,397960,3,201708,0,0
90880,286249,335226,442960,4,201709,0,1
25171,286249,335226,352960,3,201710,0,-1
76309,286249,335226,352960,3,201711,0,0
60805,286249,335226,352960,3,201712,0,0
1278,255943,1020918,982700,9,201511,0,0
52346,255943,1020918,730700,7,201512,0,-2
89144,255943,750110,730700,7,201601,-270808,0
44896,255943,750110,730700,7,201602,0,0
99663,255943,750110,838700,8,201603,0,1
62817,255943,750110,730700,7,201604,0,-1
64483,255943,750110,973700,9,201605,0,2
70542,255943,750110,973700,9,201606,0,0
28101,255943,750110,995980,9,201607,0,0
75803,255943,750110,995980,9,201608,0,0
30547,255943,750110,995980,9,201609,0,0
76266,255943,750110,995980,9,201610,0,0
7120,255943,750110,863060,8,201611,0,-1
192,255943,750110,863060,8,201612,0,0
50436,255943,767079,863060,8,201701,16969,0
78527,255943,767079,863060,8,201702,0,0
83376,255943,767079,971060,9,201703,0,1
71181,255943,767079,863060,8,201704,0,-1
54067,255943,767079,863060,8,201705,0,0
72884,255943,767079,863060,8,201706,0,0
16897,255943,767079,797840,7,201707,0,-1
45284,255943,767079,797840,7,201708,0,0
27748,255943,767079,647180,6,201709,0,-1
45922,255943,767079,647180,6,201710,0,0
2642,255943,767079,647180,6,201711,0,0
13162,255943,767079,537560,5,201712,0,-1
56684,255943,806330,537560,5,201801,39251,0
53098,255943,806330,537560,5,201802,0,0
39657,255943,806330,537560,5,201803,0,0
16310,255943,806330,537560,5,201804,0,0
25545,255943,806330,537560,5,201805,0,0
66722,255943,806330,537560,5,201806,0,0
50791,255943,806330,538880,5,201807,0,0
778,255943,806330,538880,5,201808,0,0
12195,255943,806330,538880,5,201809,0,0
48988,255943,806330,538880,5,201810,0,0
43293,255943,806330,432420,4,201811,0,-1
56206,255943,806330,432420,4,201812,0,0
94937,132029,1742823,6421340,26,201511,0,0
506,132029,1742823,6450680,26,201512,0,0
70724,132029,2547154,6864680,28,201601,804331,2
37993,132029,2547154,7314680,30,201602,0,2
16723,132029,2547154,6896460,28,201603,0,-2
25477,132029,2547154,7438180,30,201604,0,2
99762,132029,2547154,8347180,34,201605,0,4
66286,132029,2547154,8492080,34,201606,0,0
11443,132029,2547154,7745320,31,201607,0,-3
10275,132029,2547154,7061320,28,201608,0,-3
60298,132029,2547154,8195320,32,201609,0,4
73452,132029,2547154,9280720,40,201610,0,8
3173,132029,2547154,9952300,43,201611,0,3
15185,132029,2547154,10303300,44,201612,0,1
32274,132029,5159831,11719640,50,201701,2612677,6
91373,132029,5159831,12673640,54,201702,0,4
90607,132029,5159831,12547640,52,201703,0,-2
24061,132029,5159831,12745640,52,201704,0,0
52733,132029,5159831,13134980,52,201705,0,0
18308,132029,5159831,23153060,90,201706,0,38
31448,132029,5159831,17124620,64,201707,0,-26
33944,132029,5159831,13299620,49,201708,0,-15
499,132029,5159831,12801300,47,201709,0,-2
61222,132029,5159831,12016140,43,201710,0,-4
88450,132029,5159831,11460500,41,201711,0,-2
9049,132029,5159831,11190500,40,201712,0,-1
70728,132029,3166735,11478500,41,201801,-1993096,1
6251,132029,3166735,11478500,41,201802,0,0
40750,132029,3166735,11478500,41,201803,0,0
28836,132029,3166735,11125620,39,201804,0,-2
52515,132029,3166735,10810620,38,201805,0,-1
77469,132029,3166735,10462520,37,201806,0,-1
60690,132029,3166735,11618080,36,201807,0,-1
72737,132029,3166735,13144480,42,201808,0,6
40482,132029,3166735,13144480,42,201809,0,0
5408,132029,3166735,12901480,41,201810,0,-1
1129,132029,3166735,12062140,39,201811,0,-2
39752,132029,3166735,12674140,42,201812,0,3
6591,190847,2367117,2354660,8,201511,0,0
9,190847,2367117,2354660,8,201512,0,0
29947,190847,2120263,2354660,8,201601,-246854,0
28504,190847,2120263,2354660,8,201602,0,0
33817,190847,2120263,1975760,7,201603,0,-1
28590,190847,2120263,1975760,7,201604,0,0
39486,190847,2120263,1975760,7,201605,0,0
98707,190847,2120263,1975760,7,201606,0,0
73695,190847,2120263,2259880,7,201607,0,0
54086,190847,2120263,2259880,7,201608,0,0
38164,190847,2120263,2259880,7,201609,0,0
71275,190847,2120263,2259880,7,201610,0,0
55254,190847,2120263,2259880,7,201611,0,0
97444,190847,2120263,2259880,7,201612,0,0
82007,190847,3515892,2259880,7,201701,1395629,0
4286,190847,3515892,2259880,7,201702,0,0
76427,190847,3515892,2259880,7,201703,0,0
14790,190847,3515892,2259880,7,201704,0,0
57019,190847,3515892,2259880,7,201705,0,0
24506,190847,3515892,2031280,7,201706,0,0
94372,190847,3515892,2083660,7,201707,0,0
74014,190847,3515892,2083660,7,201708,0,0
91710,190847,3515892,2083660,7,201709,0,0
15146,190847,3515892,2024440,7,201710,0,0
48956,190847,3515892,2024440,7,201711,0,0
5184,190847,3515892,2024440,7,201712,0,0
92472,190847,2402316,2024440,7,201801,-1113576,0
28673,190847,2402316,2024440,7,201802,0,0
45751,190847,2402316,2024440,7,201803,0,0
41485,190847,2402316,2024440,7,201804,0,0
98980,190847,2402316,2024440,7,201805,0,0
85167,190847,2402316,1862440,6,201806,0,-1
52118,190847,2402316,1967840,6,201807,0,0
91000,190847,2402316,1967840,6,201808,0,0
43288,190847,2402316,1967840,6,201809,0,0
77588,190847,2402316,1967840,6,201810,0,0
76210,190847,2402316,1967840,6,201811,0,0
38738,190847,2402316,1967840,6,201812,0,0
82213,128723,26997002,30365100,170,201511,0,0
660,128723,26997002,29644300,165,201512,0,-5
93950,128723,28190533,28943680,159,201601,1193531,-6
64927,128723,28190533,29560360,163,201602,0,4
28421,128723,28190533,29217000,160,201603,0,-3
38837,128723,28190533,29871460,166,201604,0,6
45624,128723,28190533,29528580,163,201605,0,-3
47988,128723,28190533,29367220,162,201606,0,-1
72335,128723,28190533,29989320,162,201607,0,0
58103,128723,28190533,30742960,165,201608,0,3
12775,128723,28190533,31269100,170,201609,0,5
3715,128723,28190533,31151280,171,201610,0,1
57113,128723,28190533,30490140,167,201611,0,-4
25236,128723,28190533,30573140,168,201612,0,1
72448,128723,26109447,30154940,165,201701,-2081086,-3
72156,128723,26109447,30854980,170,201702,0,5
89693,128723,26109447,31370940,173,201703,0,3
5951,128723,26109447,30888740,172,201704,0,-1
48559,128723,26109447,30858500,171,201705,0,-1
21893,128723,26109447,30808140,170,201706,0,-1
12281,128723,26109447,32099920,170,201707,0,0
89677,128723,26109447,31943700,170,201708,0,0
78436,128723,26109447,31766220,171,201709,0,1
89628,128723,26109447,31950260,172,201710,0,1
90010,128723,26109447,31468860,168,201711,0,-4
85144,128723,26109447,31978260,171,201712,0,3
10846,128723,28404068,31883220,171,201801,2294621,0
68596,128723,28404068,32266000,173,201802,0,2
45068,128723,28404068,32648300,175,201803,0,2
23896,128723,28404068,32079060,173,201804,0,-2
61775,128723,28404068,31409020,169,201805,0,-4
36116,128723,28404068,31967020,170,201806,0,1
43946,128723,28404068,33491300,168,201807,0,-2
17363,128723,28404068,33849140,170,201808,0,2
70930,128723,28404068,34002140,171,201809,0,1
36233,128723,28404068,34139020,171,201810,0,0
50977,128723,28404068,34445100,174,201811,0,3
53040,128723,28404068,33810400,172,201812,0,-2
82234,273227,620863,1091860,6,201511,0,0
70656,273227,620863,1091860,6,201512,0,0
36884,273227,769744,1091860,6,201601,148881,0
99104,273227,769744,1091860,6,201602,0,0
44173,273227,769744,1091860,6,201603,0,0
10756,273227,769744,1218860,6,201604,0,0
83318,273227,769744,1218860,6,201605,0,0
4051,273227,769744,1218860,6,201606,0,0
61910,273227,769744,1300400,6,201607,0,0
73891,273227,769744,1019420,4,201608,0,-2
82156,273227,769744,1019420,4,201609,0,0
50164,273227,769744,1019420,4,201610,0,0
19286,273227,769744,1082420,5,201611,0,1
95431,273227,769744,1082420,5,201612,0,0
23064,443435,1245527,1742680,18,201511,0,0
59115,443435,1245527,1886680,19,201512,0,1
22747,443435,1574623,2057680,20,201601,329096,1
89147,443435,1574623,2282680,22,201602,0,2
79392,443435,1574623,2426680,23,201603,0,1
410,443435,1574623,2085580,19,201604,0,-4
56346,443435,1574623,1968580,18,201605,0,-1
20876,443435,1574623,2222660,19,201606,0,1
57288,443435,1574623,3286220,20,201607,0,1
15751,443435,1574623,3515720,22,201608,0,2
84629,443435,1574623,3515720,22,201609,0,0
10618,443435,1574623,3560720,22,201610,0,0
5533,443435,1574623,3552080,22,201611,0,0
297,443435,1574623,3552080,22,201612,0,0
21230,443435,1937660,3567820,20,201801,363037,-2
92820,443435,1937660,3551080,20,201802,0,0
42441,443435,1937660,3323740,18,201803,0,-2
91809,443435,1937660,3485740,19,201804,0,1
26265,443435,1937660,3485740,19,201805,0,0
66386,443435,1937660,3233740,17,201806,0,-2
86284,443435,1937660,3648260,18,201807,0,1
88950,443435,1937660,3595880,18,201808,0,0
45491,443435,1937660,3595880,18,201809,0,0
77295,443435,1937660,3651420,18,201810,0,0
31409,443435,1937660,3651420,18,201811,0,0
33607,443435,1937660,3489420,17,201812,0,-1
23063,323861,5720386,1965040,9,201511,0,0
90170,323861,5720386,1965040,9,201512,0,0
11846,323861,5846701,1965040,9,201601,126315,0
60448,323861,5846701,1965040,9,201602,0,0
93365,323861,5846701,1965040,9,201603,0,0
8071,323861,5846701,1965040,9,201604,0,0
48958,323861,5846701,1965040,9,201605,0,0
48797,323861,5846701,1965040,9,201606,0,0
98373,323861,5846701,1639120,8,201607,0,-1
28708,323861,5846701,1639120,8,201608,0,0
45075,323861,5846701,1639120,8,201609,0,0
76576,323861,5846701,1660100,8,201610,0,0
87059,323861,5846701,1660100,8,201611,0,0
28068,323861,5846701,1660100,8,201612,0,0
